,consumption,interval_start,interval_end,unit,type,data_source
12244,0.231,2023-10-18T22:00:00+01:00,2023-10-18T22:30:00+01:00,kwh,electrity,octopus_api
12245,0.318,2023-10-18T21:30:00+01:00,2023-10-18T22:00:00+01:00,kwh,electrity,octopus_api
12246,0.314,2023-10-18T21:00:00+01:00,2023-10-18T21:30:00+01:00,kwh,electrity,octopus_api
12247,0.325,2023-10-18T20:30:00+01:00,2023-10-18T21:00:00+01:00,kwh,electrity,octopus_api
12248,0.425,2023-10-18T20:00:00+01:00,2023-10-18T20:30:00+01:00,kwh,electrity,octopus_api
12249,1.447,2023-10-18T19:30:00+01:00,2023-10-18T20:00:00+01:00,kwh,electrity,octopus_api
12250,0.658,2023-10-18T19:00:00+01:00,2023-10-18T19:30:00+01:00,kwh,electrity,octopus_api
12251,0.401,2023-10-18T18:30:00+01:00,2023-10-18T19:00:00+01:00,kwh,electrity,octopus_api
12252,1.787,2023-10-18T18:00:00+01:00,2023-10-18T18:30:00+01:00,kwh,electrity,octopus_api
12253,1.234,2023-10-18T17:30:00+01:00,2023-10-18T18:00:00+01:00,kwh,electrity,octopus_api
12254,1.141,2023-10-18T17:00:00+01:00,2023-10-18T17:30:00+01:00,kwh,electrity,octopus_api
12255,1.23,2023-10-18T16:30:00+01:00,2023-10-18T17:00:00+01:00,kwh,electrity,octopus_api
12256,1.57,2023-10-18T16:00:00+01:00,2023-10-18T16:30:00+01:00,kwh,electrity,octopus_api
12257,0.57,2023-10-18T15:30:00+01:00,2023-10-18T16:00:00+01:00,kwh,electrity,octopus_api
12258,0.086,2023-10-18T15:00:00+01:00,2023-10-18T15:30:00+01:00,kwh,electrity,octopus_api
12259,0.103,2023-10-18T14:30:00+01:00,2023-10-18T15:00:00+01:00,kwh,electrity,octopus_api
12260,0.097,2023-10-18T14:00:00+01:00,2023-10-18T14:30:00+01:00,kwh,electrity,octopus_api
12261,0.103,2023-10-18T13:30:00+01:00,2023-10-18T14:00:00+01:00,kwh,electrity,octopus_api
12262,0.096,2023-10-18T13:00:00+01:00,2023-10-18T13:30:00+01:00,kwh,electrity,octopus_api
12263,0.102,2023-10-18T12:30:00+01:00,2023-10-18T13:00:00+01:00,kwh,electrity,octopus_api
12264,0.096,2023-10-18T12:00:00+01:00,2023-10-18T12:30:00+01:00,kwh,electrity,octopus_api
12265,0.103,2023-10-18T11:30:00+01:00,2023-10-18T12:00:00+01:00,kwh,electrity,octopus_api
12266,0.095,2023-10-18T11:00:00+01:00,2023-10-18T11:30:00+01:00,kwh,electrity,octopus_api
12267,0.102,2023-10-18T10:30:00+01:00,2023-10-18T11:00:00+01:00,kwh,electrity,octopus_api
12268,0.098,2023-10-18T10:00:00+01:00,2023-10-18T10:30:00+01:00,kwh,electrity,octopus_api
12269,0.101,2023-10-18T09:30:00+01:00,2023-10-18T10:00:00+01:00,kwh,electrity,octopus_api
12270,0.094,2023-10-18T09:00:00+01:00,2023-10-18T09:30:00+01:00,kwh,electrity,octopus_api
12271,0.387,2023-10-18T08:30:00+01:00,2023-10-18T09:00:00+01:00,kwh,electrity,octopus_api
12272,1.56,2023-10-18T08:00:00+01:00,2023-10-18T08:30:00+01:00,kwh,electrity,octopus_api
12273,1.642,2023-10-18T07:30:00+01:00,2023-10-18T08:00:00+01:00,kwh,electrity,octopus_api
12274,0.845,2023-10-18T07:00:00+01:00,2023-10-18T07:30:00+01:00,kwh,electrity,octopus_api
12275,1.075,2023-10-18T06:30:00+01:00,2023-10-18T07:00:00+01:00,kwh,electrity,octopus_api
12276,1.399,2023-10-18T06:00:00+01:00,2023-10-18T06:30:00+01:00,kwh,electrity,octopus_api
12277,1.676,2023-10-18T05:30:00+01:00,2023-10-18T06:00:00+01:00,kwh,electrity,octopus_api
12278,2.827,2023-10-18T05:00:00+01:00,2023-10-18T05:30:00+01:00,kwh,electrity,octopus_api
12279,3.911,2023-10-18T04:30:00+01:00,2023-10-18T05:00:00+01:00,kwh,electrity,octopus_api
12280,0.095,2023-10-18T04:00:00+01:00,2023-10-18T04:30:00+01:00,kwh,electrity,octopus_api
12281,4.082,2023-10-18T03:30:00+01:00,2023-10-18T04:00:00+01:00,kwh,electrity,octopus_api
12282,3.902,2023-10-18T03:00:00+01:00,2023-10-18T03:30:00+01:00,kwh,electrity,octopus_api
12283,3.979,2023-10-18T02:30:00+01:00,2023-10-18T03:00:00+01:00,kwh,electrity,octopus_api
12284,3.943,2023-10-18T02:00:00+01:00,2023-10-18T02:30:00+01:00,kwh,electrity,octopus_api
12285,0.903,2023-10-18T01:30:00+01:00,2023-10-18T02:00:00+01:00,kwh,electrity,octopus_api
12286,0.114,2023-10-18T01:00:00+01:00,2023-10-18T01:30:00+01:00,kwh,electrity,octopus_api
12287,0.105,2023-10-18T00:30:00+01:00,2023-10-18T01:00:00+01:00,kwh,electrity,octopus_api
12288,0.121,2023-10-18T00:00:00+01:00,2023-10-18T00:30:00+01:00,kwh,electrity,octopus_api
12289,0.1,2023-10-17T23:30:00+01:00,2023-10-18T00:00:00+01:00,kwh,electrity,octopus_api
12290,0.141,2023-10-17T23:00:00+01:00,2023-10-17T23:30:00+01:00,kwh,electrity,octopus_api
12291,0.101,2023-10-17T22:30:00+01:00,2023-10-17T23:00:00+01:00,kwh,electrity,octopus_api
12292,0.133,2023-10-17T22:00:00+01:00,2023-10-17T22:30:00+01:00,kwh,electrity,octopus_api
12293,0.16,2023-10-17T21:30:00+01:00,2023-10-17T22:00:00+01:00,kwh,electrity,octopus_api
12294,0.558,2023-10-17T21:00:00+01:00,2023-10-17T21:30:00+01:00,kwh,electrity,octopus_api
12295,2.104,2023-10-17T20:30:00+01:00,2023-10-17T21:00:00+01:00,kwh,electrity,octopus_api
12296,1.192,2023-10-17T20:00:00+01:00,2023-10-17T20:30:00+01:00,kwh,electrity,octopus_api
12297,1.449,2023-10-17T19:30:00+01:00,2023-10-17T20:00:00+01:00,kwh,electrity,octopus_api
12298,1.823,2023-10-17T19:00:00+01:00,2023-10-17T19:30:00+01:00,kwh,electrity,octopus_api
12299,1.672,2023-10-17T18:30:00+01:00,2023-10-17T19:00:00+01:00,kwh,electrity,octopus_api
12300,1.177,2023-10-17T18:00:00+01:00,2023-10-17T18:30:00+01:00,kwh,electrity,octopus_api
12301,1.223,2023-10-17T17:30:00+01:00,2023-10-17T18:00:00+01:00,kwh,electrity,octopus_api
12302,0.172,2023-10-17T17:00:00+01:00,2023-10-17T17:30:00+01:00,kwh,electrity,octopus_api
12303,0.16,2023-10-17T16:30:00+01:00,2023-10-17T17:00:00+01:00,kwh,electrity,octopus_api
12304,0.132,2023-10-17T16:00:00+01:00,2023-10-17T16:30:00+01:00,kwh,electrity,octopus_api
12305,0.149,2023-10-17T15:30:00+01:00,2023-10-17T16:00:00+01:00,kwh,electrity,octopus_api
12306,0.113,2023-10-17T15:00:00+01:00,2023-10-17T15:30:00+01:00,kwh,electrity,octopus_api
12307,0.103,2023-10-17T14:30:00+01:00,2023-10-17T15:00:00+01:00,kwh,electrity,octopus_api
12308,0.205,2023-10-17T14:00:00+01:00,2023-10-17T14:30:00+01:00,kwh,electrity,octopus_api
12309,0.157,2023-10-17T13:30:00+01:00,2023-10-17T14:00:00+01:00,kwh,electrity,octopus_api
12310,0.297,2023-10-17T13:00:00+01:00,2023-10-17T13:30:00+01:00,kwh,electrity,octopus_api
12311,1.506,2023-10-17T12:30:00+01:00,2023-10-17T13:00:00+01:00,kwh,electrity,octopus_api
12312,0.693,2023-10-17T12:00:00+01:00,2023-10-17T12:30:00+01:00,kwh,electrity,octopus_api
12313,0.166,2023-10-17T11:30:00+01:00,2023-10-17T12:00:00+01:00,kwh,electrity,octopus_api
12314,0.106,2023-10-17T11:00:00+01:00,2023-10-17T11:30:00+01:00,kwh,electrity,octopus_api
12315,0.129,2023-10-17T10:30:00+01:00,2023-10-17T11:00:00+01:00,kwh,electrity,octopus_api
12316,0.395,2023-10-17T10:00:00+01:00,2023-10-17T10:30:00+01:00,kwh,electrity,octopus_api
12317,0.861,2023-10-17T09:30:00+01:00,2023-10-17T10:00:00+01:00,kwh,electrity,octopus_api
12318,1.4,2023-10-17T09:00:00+01:00,2023-10-17T09:30:00+01:00,kwh,electrity,octopus_api
12319,1.401,2023-10-17T08:30:00+01:00,2023-10-17T09:00:00+01:00,kwh,electrity,octopus_api
12320,1.985,2023-10-17T08:00:00+01:00,2023-10-17T08:30:00+01:00,kwh,electrity,octopus_api
12321,1.171,2023-10-17T07:30:00+01:00,2023-10-17T08:00:00+01:00,kwh,electrity,octopus_api
12322,0.387,2023-10-17T07:00:00+01:00,2023-10-17T07:30:00+01:00,kwh,electrity,octopus_api
12323,0.662,2023-10-17T06:30:00+01:00,2023-10-17T07:00:00+01:00,kwh,electrity,octopus_api
12324,0.124,2023-10-17T06:00:00+01:00,2023-10-17T06:30:00+01:00,kwh,electrity,octopus_api
12325,0.079,2023-10-17T05:30:00+01:00,2023-10-17T06:00:00+01:00,kwh,electrity,octopus_api
12326,0.106,2023-10-17T05:00:00+01:00,2023-10-17T05:30:00+01:00,kwh,electrity,octopus_api
12327,0.101,2023-10-17T04:30:00+01:00,2023-10-17T05:00:00+01:00,kwh,electrity,octopus_api
12328,0.11,2023-10-17T04:00:00+01:00,2023-10-17T04:30:00+01:00,kwh,electrity,octopus_api
12329,0.25,2023-10-17T03:30:00+01:00,2023-10-17T04:00:00+01:00,kwh,electrity,octopus_api
12330,0.142,2023-10-17T03:00:00+01:00,2023-10-17T03:30:00+01:00,kwh,electrity,octopus_api
12331,0.104,2023-10-17T02:30:00+01:00,2023-10-17T03:00:00+01:00,kwh,electrity,octopus_api
12332,0.132,2023-10-17T02:00:00+01:00,2023-10-17T02:30:00+01:00,kwh,electrity,octopus_api
12333,0.582,2023-10-17T01:30:00+01:00,2023-10-17T02:00:00+01:00,kwh,electrity,octopus_api
12334,0.087,2023-10-17T01:00:00+01:00,2023-10-17T01:30:00+01:00,kwh,electrity,octopus_api
12335,0.122,2023-10-17T00:30:00+01:00,2023-10-17T01:00:00+01:00,kwh,electrity,octopus_api
12336,0.08,2023-10-17T00:00:00+01:00,2023-10-17T00:30:00+01:00,kwh,electrity,octopus_api
12337,0.109,2023-10-16T23:30:00+01:00,2023-10-17T00:00:00+01:00,kwh,electrity,octopus_api
12338,0.108,2023-10-16T23:00:00+01:00,2023-10-16T23:30:00+01:00,kwh,electrity,octopus_api
12339,0.113,2023-10-16T22:30:00+01:00,2023-10-16T23:00:00+01:00,kwh,electrity,octopus_api
12340,0.121,2023-10-16T22:00:00+01:00,2023-10-16T22:30:00+01:00,kwh,electrity,octopus_api
12341,0.379,2023-10-16T21:30:00+01:00,2023-10-16T22:00:00+01:00,kwh,electrity,octopus_api
12342,0.38,2023-10-16T21:00:00+01:00,2023-10-16T21:30:00+01:00,kwh,electrity,octopus_api
12343,0.501,2023-10-16T20:30:00+01:00,2023-10-16T21:00:00+01:00,kwh,electrity,octopus_api
12344,2.184,2023-10-16T20:00:00+01:00,2023-10-16T20:30:00+01:00,kwh,electrity,octopus_api
12345,1.374,2023-10-16T19:30:00+01:00,2023-10-16T20:00:00+01:00,kwh,electrity,octopus_api
12346,0.487,2023-10-16T19:00:00+01:00,2023-10-16T19:30:00+01:00,kwh,electrity,octopus_api
12347,0.774,2023-10-16T18:30:00+01:00,2023-10-16T19:00:00+01:00,kwh,electrity,octopus_api
12348,1.438,2023-10-16T18:00:00+01:00,2023-10-16T18:30:00+01:00,kwh,electrity,octopus_api
12349,1.217,2023-10-16T17:30:00+01:00,2023-10-16T18:00:00+01:00,kwh,electrity,octopus_api
12350,0.61,2023-10-16T17:00:00+01:00,2023-10-16T17:30:00+01:00,kwh,electrity,octopus_api
12351,0.294,2023-10-16T16:30:00+01:00,2023-10-16T17:00:00+01:00,kwh,electrity,octopus_api
12352,0.246,2023-10-16T16:00:00+01:00,2023-10-16T16:30:00+01:00,kwh,electrity,octopus_api
12353,0.136,2023-10-16T15:30:00+01:00,2023-10-16T16:00:00+01:00,kwh,electrity,octopus_api
12354,0.238,2023-10-16T15:00:00+01:00,2023-10-16T15:30:00+01:00,kwh,electrity,octopus_api
12355,0.134,2023-10-16T14:30:00+01:00,2023-10-16T15:00:00+01:00,kwh,electrity,octopus_api
12356,0.248,2023-10-16T14:00:00+01:00,2023-10-16T14:30:00+01:00,kwh,electrity,octopus_api
12357,0.376,2023-10-16T13:30:00+01:00,2023-10-16T14:00:00+01:00,kwh,electrity,octopus_api
12358,0.266,2023-10-16T13:00:00+01:00,2023-10-16T13:30:00+01:00,kwh,electrity,octopus_api
12359,0.37,2023-10-16T12:30:00+01:00,2023-10-16T13:00:00+01:00,kwh,electrity,octopus_api
12360,0.229,2023-10-16T12:00:00+01:00,2023-10-16T12:30:00+01:00,kwh,electrity,octopus_api
12361,0.261,2023-10-16T11:30:00+01:00,2023-10-16T12:00:00+01:00,kwh,electrity,octopus_api
12362,0.244,2023-10-16T11:00:00+01:00,2023-10-16T11:30:00+01:00,kwh,electrity,octopus_api
12363,2.016,2023-10-16T10:30:00+01:00,2023-10-16T11:00:00+01:00,kwh,electrity,octopus_api
12364,1.891,2023-10-16T10:00:00+01:00,2023-10-16T10:30:00+01:00,kwh,electrity,octopus_api
12365,0.401,2023-10-16T09:30:00+01:00,2023-10-16T10:00:00+01:00,kwh,electrity,octopus_api
12366,0.214,2023-10-16T09:00:00+01:00,2023-10-16T09:30:00+01:00,kwh,electrity,octopus_api
12367,0.213,2023-10-16T08:30:00+01:00,2023-10-16T09:00:00+01:00,kwh,electrity,octopus_api
12368,0.217,2023-10-16T08:00:00+01:00,2023-10-16T08:30:00+01:00,kwh,electrity,octopus_api
12369,0.188,2023-10-16T07:30:00+01:00,2023-10-16T08:00:00+01:00,kwh,electrity,octopus_api
12370,0.261,2023-10-16T07:00:00+01:00,2023-10-16T07:30:00+01:00,kwh,electrity,octopus_api
12371,0.161,2023-10-16T06:30:00+01:00,2023-10-16T07:00:00+01:00,kwh,electrity,octopus_api
12372,0.747,2023-10-16T06:00:00+01:00,2023-10-16T06:30:00+01:00,kwh,electrity,octopus_api
12373,0.129,2023-10-16T05:30:00+01:00,2023-10-16T06:00:00+01:00,kwh,electrity,octopus_api
12374,0.1,2023-10-16T05:00:00+01:00,2023-10-16T05:30:00+01:00,kwh,electrity,octopus_api
12375,0.119,2023-10-16T04:30:00+01:00,2023-10-16T05:00:00+01:00,kwh,electrity,octopus_api
12376,0.116,2023-10-16T04:00:00+01:00,2023-10-16T04:30:00+01:00,kwh,electrity,octopus_api
12377,0.176,2023-10-16T03:30:00+01:00,2023-10-16T04:00:00+01:00,kwh,electrity,octopus_api
12378,0.176,2023-10-16T03:00:00+01:00,2023-10-16T03:30:00+01:00,kwh,electrity,octopus_api
12379,0.643,2023-10-16T02:30:00+01:00,2023-10-16T03:00:00+01:00,kwh,electrity,octopus_api
12380,0.1,2023-10-16T02:00:00+01:00,2023-10-16T02:30:00+01:00,kwh,electrity,octopus_api
12381,0.349,2023-10-16T01:30:00+01:00,2023-10-16T02:00:00+01:00,kwh,electrity,octopus_api
12382,0.1,2023-10-16T01:00:00+01:00,2023-10-16T01:30:00+01:00,kwh,electrity,octopus_api
12383,0.136,2023-10-16T00:30:00+01:00,2023-10-16T01:00:00+01:00,kwh,electrity,octopus_api
12384,0.302,2023-10-16T00:00:00+01:00,2023-10-16T00:30:00+01:00,kwh,electrity,octopus_api
12385,0.391,2023-10-15T23:30:00+01:00,2023-10-16T00:00:00+01:00,kwh,electrity,octopus_api
12386,0.147,2023-10-15T23:00:00+01:00,2023-10-15T23:30:00+01:00,kwh,electrity,octopus_api
12387,0.244,2023-10-15T22:30:00+01:00,2023-10-15T23:00:00+01:00,kwh,electrity,octopus_api
12388,0.608,2023-10-15T22:00:00+01:00,2023-10-15T22:30:00+01:00,kwh,electrity,octopus_api
12389,0.345,2023-10-15T21:30:00+01:00,2023-10-15T22:00:00+01:00,kwh,electrity,octopus_api
12390,0.286,2023-10-15T21:00:00+01:00,2023-10-15T21:30:00+01:00,kwh,electrity,octopus_api
12391,0.28,2023-10-15T20:30:00+01:00,2023-10-15T21:00:00+01:00,kwh,electrity,octopus_api
12392,0.494,2023-10-15T20:00:00+01:00,2023-10-15T20:30:00+01:00,kwh,electrity,octopus_api
12393,2.118,2023-10-15T19:30:00+01:00,2023-10-15T20:00:00+01:00,kwh,electrity,octopus_api
12394,1.187,2023-10-15T19:00:00+01:00,2023-10-15T19:30:00+01:00,kwh,electrity,octopus_api
12395,0.537,2023-10-15T18:30:00+01:00,2023-10-15T19:00:00+01:00,kwh,electrity,octopus_api
12396,1.388,2023-10-15T18:00:00+01:00,2023-10-15T18:30:00+01:00,kwh,electrity,octopus_api
12397,1.252,2023-10-15T17:30:00+01:00,2023-10-15T18:00:00+01:00,kwh,electrity,octopus_api
12398,0.75,2023-10-15T17:00:00+01:00,2023-10-15T17:30:00+01:00,kwh,electrity,octopus_api
12399,0.326,2023-10-15T16:30:00+01:00,2023-10-15T17:00:00+01:00,kwh,electrity,octopus_api
12400,0.393,2023-10-15T16:00:00+01:00,2023-10-15T16:30:00+01:00,kwh,electrity,octopus_api
12401,0.318,2023-10-15T15:30:00+01:00,2023-10-15T16:00:00+01:00,kwh,electrity,octopus_api
12402,0.318,2023-10-15T15:00:00+01:00,2023-10-15T15:30:00+01:00,kwh,electrity,octopus_api
12403,0.347,2023-10-15T14:30:00+01:00,2023-10-15T15:00:00+01:00,kwh,electrity,octopus_api
12404,0.295,2023-10-15T14:00:00+01:00,2023-10-15T14:30:00+01:00,kwh,electrity,octopus_api
12405,0.221,2023-10-15T13:30:00+01:00,2023-10-15T14:00:00+01:00,kwh,electrity,octopus_api
12406,0.412,2023-10-15T13:00:00+01:00,2023-10-15T13:30:00+01:00,kwh,electrity,octopus_api
12407,0.286,2023-10-15T12:30:00+01:00,2023-10-15T13:00:00+01:00,kwh,electrity,octopus_api
12408,0.227,2023-10-15T12:00:00+01:00,2023-10-15T12:30:00+01:00,kwh,electrity,octopus_api
12409,0.186,2023-10-15T11:30:00+01:00,2023-10-15T12:00:00+01:00,kwh,electrity,octopus_api
12410,0.194,2023-10-15T11:00:00+01:00,2023-10-15T11:30:00+01:00,kwh,electrity,octopus_api
12411,0.181,2023-10-15T10:30:00+01:00,2023-10-15T11:00:00+01:00,kwh,electrity,octopus_api
12412,1.333,2023-10-15T10:00:00+01:00,2023-10-15T10:30:00+01:00,kwh,electrity,octopus_api
12413,1.938,2023-10-15T09:30:00+01:00,2023-10-15T10:00:00+01:00,kwh,electrity,octopus_api
12414,1.01,2023-10-15T09:00:00+01:00,2023-10-15T09:30:00+01:00,kwh,electrity,octopus_api
12415,0.236,2023-10-15T08:30:00+01:00,2023-10-15T09:00:00+01:00,kwh,electrity,octopus_api
12416,0.313,2023-10-15T08:00:00+01:00,2023-10-15T08:30:00+01:00,kwh,electrity,octopus_api
12417,0.437,2023-10-15T07:30:00+01:00,2023-10-15T08:00:00+01:00,kwh,electrity,octopus_api
12418,0.309,2023-10-15T07:00:00+01:00,2023-10-15T07:30:00+01:00,kwh,electrity,octopus_api
12419,0.191,2023-10-15T06:30:00+01:00,2023-10-15T07:00:00+01:00,kwh,electrity,octopus_api
12420,3.962,2023-10-15T06:00:00+01:00,2023-10-15T06:30:00+01:00,kwh,electrity,octopus_api
12421,0.459,2023-10-15T05:30:00+01:00,2023-10-15T06:00:00+01:00,kwh,electrity,octopus_api
12422,2.11,2023-10-15T05:00:00+01:00,2023-10-15T05:30:00+01:00,kwh,electrity,octopus_api
12423,2.096,2023-10-15T04:30:00+01:00,2023-10-15T05:00:00+01:00,kwh,electrity,octopus_api
12424,2.462,2023-10-15T04:00:00+01:00,2023-10-15T04:30:00+01:00,kwh,electrity,octopus_api
12425,2.564,2023-10-15T03:30:00+01:00,2023-10-15T04:00:00+01:00,kwh,electrity,octopus_api
12426,2.165,2023-10-15T03:00:00+01:00,2023-10-15T03:30:00+01:00,kwh,electrity,octopus_api
12427,2.198,2023-10-15T02:30:00+01:00,2023-10-15T03:00:00+01:00,kwh,electrity,octopus_api
12428,2.703,2023-10-15T02:00:00+01:00,2023-10-15T02:30:00+01:00,kwh,electrity,octopus_api
12429,0.204,2023-10-15T01:30:00+01:00,2023-10-15T02:00:00+01:00,kwh,electrity,octopus_api
12430,2.079,2023-10-15T01:00:00+01:00,2023-10-15T01:30:00+01:00,kwh,electrity,octopus_api
12431,0.209,2023-10-15T00:30:00+01:00,2023-10-15T01:00:00+01:00,kwh,electrity,octopus_api
12432,0.207,2023-10-15T00:00:00+01:00,2023-10-15T00:30:00+01:00,kwh,electrity,octopus_api
12433,0.18,2023-10-14T23:30:00+01:00,2023-10-15T00:00:00+01:00,kwh,electrity,octopus_api
12434,0.222,2023-10-14T23:00:00+01:00,2023-10-14T23:30:00+01:00,kwh,electrity,octopus_api
12435,0.188,2023-10-14T22:30:00+01:00,2023-10-14T23:00:00+01:00,kwh,electrity,octopus_api
12436,0.267,2023-10-14T22:00:00+01:00,2023-10-14T22:30:00+01:00,kwh,electrity,octopus_api
12437,0.355,2023-10-14T21:30:00+01:00,2023-10-14T22:00:00+01:00,kwh,electrity,octopus_api
12438,0.323,2023-10-14T21:00:00+01:00,2023-10-14T21:30:00+01:00,kwh,electrity,octopus_api
12439,0.374,2023-10-14T20:30:00+01:00,2023-10-14T21:00:00+01:00,kwh,electrity,octopus_api
12440,0.35,2023-10-14T20:00:00+01:00,2023-10-14T20:30:00+01:00,kwh,electrity,octopus_api
12441,0.446,2023-10-14T19:30:00+01:00,2023-10-14T20:00:00+01:00,kwh,electrity,octopus_api
12442,0.778,2023-10-14T19:00:00+01:00,2023-10-14T19:30:00+01:00,kwh,electrity,octopus_api
12443,1.233,2023-10-14T18:30:00+01:00,2023-10-14T19:00:00+01:00,kwh,electrity,octopus_api
12444,0.295,2023-10-14T18:00:00+01:00,2023-10-14T18:30:00+01:00,kwh,electrity,octopus_api
12445,1.027,2023-10-14T17:30:00+01:00,2023-10-14T18:00:00+01:00,kwh,electrity,octopus_api
12446,1.246,2023-10-14T17:00:00+01:00,2023-10-14T17:30:00+01:00,kwh,electrity,octopus_api
12447,0.576,2023-10-14T16:30:00+01:00,2023-10-14T17:00:00+01:00,kwh,electrity,octopus_api
12448,0.271,2023-10-14T16:00:00+01:00,2023-10-14T16:30:00+01:00,kwh,electrity,octopus_api
12449,0.337,2023-10-14T15:30:00+01:00,2023-10-14T16:00:00+01:00,kwh,electrity,octopus_api
12450,0.448,2023-10-14T15:00:00+01:00,2023-10-14T15:30:00+01:00,kwh,electrity,octopus_api
12451,1.562,2023-10-14T14:30:00+01:00,2023-10-14T15:00:00+01:00,kwh,electrity,octopus_api
12452,0.277,2023-10-14T14:00:00+01:00,2023-10-14T14:30:00+01:00,kwh,electrity,octopus_api
12453,0.319,2023-10-14T13:30:00+01:00,2023-10-14T14:00:00+01:00,kwh,electrity,octopus_api
12454,0.687,2023-10-14T13:00:00+01:00,2023-10-14T13:30:00+01:00,kwh,electrity,octopus_api
12455,0.648,2023-10-14T12:30:00+01:00,2023-10-14T13:00:00+01:00,kwh,electrity,octopus_api
12456,0.955,2023-10-14T12:00:00+01:00,2023-10-14T12:30:00+01:00,kwh,electrity,octopus_api
12457,2.173,2023-10-14T11:30:00+01:00,2023-10-14T12:00:00+01:00,kwh,electrity,octopus_api
12458,0.555,2023-10-14T11:00:00+01:00,2023-10-14T11:30:00+01:00,kwh,electrity,octopus_api
12459,0.127,2023-10-14T10:30:00+01:00,2023-10-14T11:00:00+01:00,kwh,electrity,octopus_api
12460,0.177,2023-10-14T10:00:00+01:00,2023-10-14T10:30:00+01:00,kwh,electrity,octopus_api
12461,0.205,2023-10-14T09:30:00+01:00,2023-10-14T10:00:00+01:00,kwh,electrity,octopus_api
12462,0.16,2023-10-14T09:00:00+01:00,2023-10-14T09:30:00+01:00,kwh,electrity,octopus_api
12463,0.43,2023-10-14T08:30:00+01:00,2023-10-14T09:00:00+01:00,kwh,electrity,octopus_api
12464,1.861,2023-10-14T08:00:00+01:00,2023-10-14T08:30:00+01:00,kwh,electrity,octopus_api
12465,0.69,2023-10-14T07:30:00+01:00,2023-10-14T08:00:00+01:00,kwh,electrity,octopus_api
12466,0.637,2023-10-14T07:00:00+01:00,2023-10-14T07:30:00+01:00,kwh,electrity,octopus_api
12467,0.735,2023-10-14T06:30:00+01:00,2023-10-14T07:00:00+01:00,kwh,electrity,octopus_api
12468,2.559,2023-10-14T06:00:00+01:00,2023-10-14T06:30:00+01:00,kwh,electrity,octopus_api
12469,0.7,2023-10-14T05:30:00+01:00,2023-10-14T06:00:00+01:00,kwh,electrity,octopus_api
12470,2.929,2023-10-14T05:00:00+01:00,2023-10-14T05:30:00+01:00,kwh,electrity,octopus_api
12471,2.469,2023-10-14T04:30:00+01:00,2023-10-14T05:00:00+01:00,kwh,electrity,octopus_api
12472,2.055,2023-10-14T04:00:00+01:00,2023-10-14T04:30:00+01:00,kwh,electrity,octopus_api
12473,2.419,2023-10-14T03:30:00+01:00,2023-10-14T04:00:00+01:00,kwh,electrity,octopus_api
12474,2.011,2023-10-14T03:00:00+01:00,2023-10-14T03:30:00+01:00,kwh,electrity,octopus_api
12475,2.055,2023-10-14T02:30:00+01:00,2023-10-14T03:00:00+01:00,kwh,electrity,octopus_api
12476,0.122,2023-10-14T02:00:00+01:00,2023-10-14T02:30:00+01:00,kwh,electrity,octopus_api
12477,0.098,2023-10-14T01:30:00+01:00,2023-10-14T02:00:00+01:00,kwh,electrity,octopus_api
12478,0.108,2023-10-14T01:00:00+01:00,2023-10-14T01:30:00+01:00,kwh,electrity,octopus_api
12479,1.989,2023-10-14T00:30:00+01:00,2023-10-14T01:00:00+01:00,kwh,electrity,octopus_api
12480,0.274,2023-10-14T00:00:00+01:00,2023-10-14T00:30:00+01:00,kwh,electrity,octopus_api
12481,2.007,2023-10-13T23:30:00+01:00,2023-10-14T00:00:00+01:00,kwh,electrity,octopus_api
12482,0.138,2023-10-13T23:00:00+01:00,2023-10-13T23:30:00+01:00,kwh,electrity,octopus_api
12483,4.0,2023-10-13T22:30:00+01:00,2023-10-13T23:00:00+01:00,kwh,electrity,octopus_api
12484,1.726,2023-10-13T22:00:00+01:00,2023-10-13T22:30:00+01:00,kwh,electrity,octopus_api
12485,0.402,2023-10-13T21:30:00+01:00,2023-10-13T22:00:00+01:00,kwh,electrity,octopus_api
12486,0.36,2023-10-13T21:00:00+01:00,2023-10-13T21:30:00+01:00,kwh,electrity,octopus_api
12487,0.389,2023-10-13T20:30:00+01:00,2023-10-13T21:00:00+01:00,kwh,electrity,octopus_api
12488,0.418,2023-10-13T20:00:00+01:00,2023-10-13T20:30:00+01:00,kwh,electrity,octopus_api
12489,0.418,2023-10-13T19:30:00+01:00,2023-10-13T20:00:00+01:00,kwh,electrity,octopus_api
12490,0.532,2023-10-13T19:00:00+01:00,2023-10-13T19:30:00+01:00,kwh,electrity,octopus_api
12491,0.331,2023-10-13T18:30:00+01:00,2023-10-13T19:00:00+01:00,kwh,electrity,octopus_api
12492,0.73,2023-10-13T18:00:00+01:00,2023-10-13T18:30:00+01:00,kwh,electrity,octopus_api
12493,1.276,2023-10-13T17:30:00+01:00,2023-10-13T18:00:00+01:00,kwh,electrity,octopus_api
12494,0.404,2023-10-13T17:00:00+01:00,2023-10-13T17:30:00+01:00,kwh,electrity,octopus_api
12495,0.637,2023-10-13T16:30:00+01:00,2023-10-13T17:00:00+01:00,kwh,electrity,octopus_api
12496,0.581,2023-10-13T16:00:00+01:00,2023-10-13T16:30:00+01:00,kwh,electrity,octopus_api
12497,1.077,2023-10-13T15:30:00+01:00,2023-10-13T16:00:00+01:00,kwh,electrity,octopus_api
